name,parameters_bn,display_name,url,baseline,description,style,tags,instruct_format,settings
inflatebot/MN-12B-Mag-Mell-R1,12,,,,,generalist,popular,,
intervitens/mini-magnum-12b-v1.1,12,,https://huggingface.co/intervitens/mini-magnum-12b-v1.1,,,generalist,popular,,
jebcarter/psyonic-cetacean-20B,20,Psyonic Cetacean 20B,https://huggingface.co/jebcarter/psyonic-cetacean-20B,,"Older but extremely creative model that does well across a wide range of tasks but has some drawbacks. extremely high KV context size, being near 6gb per 4k context, and below average intelegence compared to modern models that will use the same memory. Great option for 16-24gb cards. Strongest when doing story/adventure but still great at KoboldAI flagship model. Excels across a wide variety of tasks, Very verbose and suitable for storytelling and RP. a Variant exists TiefighterLR-13b that may be better for Adventure mode. Alpaca RP focused model that excels across many tasks. Generally fairly reliable even outside of RP.",story,,Alpaca,
jondurbin/airoboros-33b-gpt4-1.2,33,,https://huggingface.co/jondurbin/airoboros-33b-gpt4-1.2,,,generalist,,,
jondurbin/airoboros-33b-gpt4-1.3,33,,https://huggingface.co/jondurbin/airoboros-33b-gpt4-1.3,,,generalist,,,
jondurbin/airoboros-33b-gpt4-1.4,33,,https://huggingface.co/jondurbin/airoboros-33b-gpt4-1.4,,,generalist,,,
jondurbin/airoboros-65b-gpt4-1.2,65,,https://huggingface.co/jondurbin/airoboros-65b-gpt4-1.2,,,generalist,,,
jondurbin/airoboros-65b-gpt4-1.3,65,,https://huggingface.co/jondurbin/airoboros-65b-gpt4-1.3,,,generalist,,,
jondurbin/airoboros-65b-gpt4-1.4,65,,https://huggingface.co/jondurbin/airoboros-65b-gpt4-1.4,,,generalist,,,
jondurbin/airoboros-l2-13b-2.2,13,,https://huggingface.co/jondurbin/airoboros-l2-13b-2.2,,,generalist,,,
jondurbin/airoboros-l2-7b-2.2,7,,https://huggingface.co/jondurbin/airoboros-l2-7b-2.2,,,generalist,,,
jondurbin/airoboros-m-7b-3.0,7,,https://huggingface.co/jondurbin/airoboros-m-7b-3.0,,,generalist,,,
jondurbin/airoboros-m-7b-3.1,7,,,,,generalist,,,
jondurbin/airoboros-m-7b-3.1.2,7,,https://huggingface.co/jondurbin/airoboros-m-7b-3.1.2,,,generalist,,,
jondurbin/bagel-34b-v0.2,34,,https://huggingface.co/jondurbin/bagel-34b-v0.2,,,generalist,,,
KatyTheCutie/EstopianMaid-13B,13,,https://huggingface.co/KatyTheCutie/EstopianMaid-13B,,"Merge of Estopia (another great model), Noromaid, and a few other models. Strong adhesion to character cards. Has some training for sensory requests to improve their outputs, eg, what do i see. Alpaca RP focused model that excels across many tasks. Generally fairly reliable even outside of RP.",roleplay,story,Alpaca,
knifeayumu/Behemoth-v1.1-Magnum-v4-123B,123,,https://huggingface.co/knifeayumu/Behemoth-v1.1-Magnum-v4-123B,,A merge of Behemoth 123B v1.1 and magnum-v4-123B with a recipe similar to Monstral-123B.,generalist,,,
knifeayumu/Cydonia-v1.3-Magnum-v4-22B,22,,https://huggingface.co/knifeayumu/Cydonia-v1.3-Magnum-v4-22B,TheDrummer/Cydonia-22B-v1.3,"Adventure-style RP model with rich descriptions, deep immersion, and great pacing. Strong SFW/NSFW performance. UGI 43.16 / Willingness 8 - outperforms many 100B+ giants.",chat,"adventure,popular,roleplay,story",Mistral,
knifeayumu/Cydonia-v4-MS3.2-Magnum-Diamond-24B,24,,https://huggingface.co/knifeayumu/Cydonia-v4-MS3.2-Magnum-Diamond-24B,,Merge of TheDrummer/Cydonia-24B-v4 and Doctor-Shotgun/MS3.2-24B-Magnum-Diamond,generalist,,,
knifeayumu/Cydonia-v4.1-MS3.2-Magnum-Diamond-24B,24,,https://huggingface.co/knifeayumu/Cydonia-v4.1-MS3.2-Magnum-Diamond-24B,,Merge of TheDrummer/Cydonia-24B-v4.1 and Doctor-Shotgun/MS3.2-24B-Magnum-Diamond,generalist,,,
KoboldAI/fairseq-dense-1.3B,1.3,,https://huggingface.co/KoboldAI/fairseq-dense-1.3B,,,generalist,,,
KoboldAI/fairseq-dense-125M,0.125,,https://huggingface.co/KoboldAI/fairseq-dense-125M,,,generalist,,,
KoboldAI/fairseq-dense-13B-Janeway,13,,https://huggingface.co/KoboldAI/fairseq-dense-13B-Janeway,,,generalist,,,
KoboldAI/fairseq-dense-13B-Nerys-v2,13,,https://huggingface.co/KoboldAI/fairseq-dense-13B-Nerys-v2,,,generalist,,,
KoboldAI/fairseq-dense-13B-Nerys,13,,https://huggingface.co/KoboldAI/fairseq-dense-13B-Nerys,,,generalist,,,
KoboldAI/fairseq-dense-13B-Shinen,13,,https://huggingface.co/KoboldAI/fairseq-dense-13B-Shinen,,,generalist,,,
KoboldAI/fairseq-dense-13B,13,,https://huggingface.co/KoboldAI/fairseq-dense-13B,,,generalist,,,
KoboldAI/fairseq-dense-2.7B-Janeway,2.7,,https://huggingface.co/KoboldAI/fairseq-dense-2.7B-Janeway,,,generalist,,,
KoboldAI/fairseq-dense-2.7B-Nerys,2.7,,https://huggingface.co/KoboldAI/fairseq-dense-2.7B-Nerys,,,generalist,,,
KoboldAI/fairseq-dense-2.7B,2.7,,https://huggingface.co/KoboldAI/fairseq-dense-2.7B,,,generalist,,,
KoboldAI/fairseq-dense-355M,0.355,,https://huggingface.co/KoboldAI/fairseq-dense-355M,,,generalist,,,
KoboldAI/fairseq-dense-6.7B-Janeway,6.7,,https://huggingface.co/KoboldAI/fairseq-dense-6.7B-Janeway,,,generalist,,,
KoboldAI/fairseq-dense-6.7B-Shinen,6.7,,https://huggingface.co/KoboldAI/fairseq-dense-6.7B-Shinen,,,generalist,,,
KoboldAI/fairseq-dense-6.7B,6.7,,https://huggingface.co/KoboldAI/fairseq-dense-6.7B,,,generalist,,,
KoboldAI/GPT-J-6B-Adventure,6,,https://huggingface.co/KoboldAI/GPT-J-6B-Adventure,,,generalist,,,
KoboldAI/GPT-J-6B-Janeway,6,,https://huggingface.co/KoboldAI/GPT-J-6B-Janeway,,,generalist,,,
KoboldAI/GPT-J-6B-Shinen,6,,https://huggingface.co/KoboldAI/GPT-J-6B-Shinen,,,generalist,,,
KoboldAI/GPT-J-6B-Skein,6,,https://huggingface.co/KoboldAI/GPT-J-6B-Skein,,,generalist,,,
KoboldAI/GPT-Neo-1.3B-Adventure,1.3,,https://huggingface.co/KoboldAI/GPT-Neo-1.3B-Adventure,,,generalist,,,
KoboldAI/GPT-Neo-1.3B-Ramsay,1.3,,https://huggingface.co/KoboldAI/GPT-Neo-1.3B-Ramsay,,,generalist,,,
KoboldAI/GPT-Neo-2.7B-AID,2.7,,https://huggingface.co/KoboldAI/GPT-Neo-2.7B-AID,,,generalist,,,
KoboldAI/GPT-Neo-2.7B-Horni-LN,2.7,,https://huggingface.co/KoboldAI/GPT-Neo-2.7B-Horni-LN,,,generalist,,,
KoboldAI/GPT-Neo-2.7B-Horni,2.7,,https://huggingface.co/KoboldAI/GPT-Neo-2.7B-Horni,,,generalist,,,
KoboldAI/GPT-Neo-2.7B-Janeway,2.7,,https://huggingface.co/KoboldAI/GPT-Neo-2.7B-Janeway,,,generalist,,,
KoboldAI/GPT-Neo-2.7B-Picard,2.7,,https://huggingface.co/KoboldAI/GPT-Neo-2.7B-Picard,,,generalist,,,
KoboldAI/GPT-Neo-2.7B-Shinen,2.7,,https://huggingface.co/KoboldAI/GPT-Neo-2.7B-Shinen,,,generalist,,,
KoboldAI/GPT-NeoX-20B-Erebus,20,,https://huggingface.co/KoboldAI/GPT-NeoX-20B-Erebus,,,generalist,,,
KoboldAI/GPT-NeoX-20B-Skein,20,,https://huggingface.co/KoboldAI/GPT-NeoX-20B-Skein,,,generalist,,,
KoboldAI/Llama-3.1-8B-BookAdventures,8,,,,,generalist,,,
KoboldAI/LLaMA2-13B-Erebus-v3,13,,https://huggingface.co/KoboldAI/LLaMA2-13B-Erebus-v3,,,generalist,,,
KoboldAI/LLaMA2-13B-Estopia,13,,https://huggingface.co/KoboldAI/LLaMA2-13B-Estopia,,,generalist,,,
KoboldAI/LLAMA2-13B-Holodeck-1,13,,https://huggingface.co/KoboldAI/LLAMA2-13B-Holodeck-1,,,generalist,,,
KoboldAI/LLaMA2-13B-Holomax,13,,https://huggingface.co/KoboldAI/LLaMA2-13B-Holomax,,,generalist,,,
KoboldAI/LLaMA2-13B-Psyfighter2,13,,https://huggingface.co/KoboldAI/LLaMA2-13B-Psyfighter2,,,generalist,,,
KoboldAI/LLaMA2-13B-Tiefighter,13,,https://huggingface.co/KoboldAI/LLaMA2-13B-Tiefighter,,"KoboldAI flagship model. Excels across a wide variety of tasks, Very verbose and suitable for storytelling and RP. a Variant exists TiefighterLR-13b that may be better for Adventure mode. Alpaca RP focused model that excels across many tasks. Generally fairly reliable even outside of RP.",story,"popular,roleplay",,
KoboldAI/LLaMA2-13B-TiefighterLR,13,,https://huggingface.co/KoboldAI/LLaMA2-13B-TiefighterLR,,,generalist,,Alpaca,
KoboldAI/LLaMA2-13B-TieWriter,13,,,,,generalist,,,
KoboldAI/Mistral-7B-Erebus-v3,7,,https://huggingface.co/KoboldAI/Mistral-7B-Erebus-v3,,,generalist,,,
KoboldAI/OPT-13B-Erebus,13,,https://huggingface.co/KoboldAI/OPT-13B-Erebus,,,generalist,,,
KoboldAI/OPT-13B-Nerybus-Mix,13,,https://huggingface.co/KoboldAI/OPT-13B-Nerybus-Mix,,,generalist,,,
KoboldAI/OPT-13B-Nerys-v2,13,,https://huggingface.co/KoboldAI/OPT-13B-Nerys-v2,,,generalist,,,
KoboldAI/OPT-2.7B-Erebus,2.7,,https://huggingface.co/KoboldAI/OPT-2.7B-Erebus,,,generalist,,,
KoboldAI/OPT-2.7B-Nerybus-Mix,2.7,,https://huggingface.co/KoboldAI/OPT-2.7B-Nerybus-Mix,,,generalist,,,
KoboldAI/OPT-2.7B-Nerys-v2,2.7,,https://huggingface.co/KoboldAI/OPT-2.7B-Nerys-v2,,,generalist,,,
KoboldAI/OPT-30B-Erebus,30,,https://huggingface.co/KoboldAI/OPT-30B-Erebus,,,generalist,,,
KoboldAI/OPT-350M-Erebus,0.35,,https://huggingface.co/KoboldAI/OPT-350M-Erebus,,,generalist,,,
KoboldAI/OPT-350M-Nerys-v2,0.35,,https://huggingface.co/KoboldAI/OPT-350M-Nerys-v2,,,generalist,,,
KoboldAI/OPT-6.7B-Erebus,6.7,,https://huggingface.co/KoboldAI/OPT-6.7B-Erebus,,,generalist,,,
KoboldAI/OPT-6.7B-Nerybus-Mix,6.7,,https://huggingface.co/KoboldAI/OPT-6.7B-Nerybus-Mix,,,generalist,,,
KoboldAI/OPT-6B-nerys-v2,6.7,,https://huggingface.co/KoboldAI/OPT-6B-nerys-v2,,,generalist,,,
KoboldAI/PPO_Pygway-6b-Mix,6,,https://huggingface.co/KoboldAI/PPO_Pygway-6b-Mix,,,generalist,,,
kyx0r/Neona-12B,12.2,,https://huggingface.co/kyx0r/Neona-12B,https://huggingface.co/yamatazen/NeonMaid-12B-v2,,chat,roleplay,ChatML,
LatitudeGames/Harbinger-24B,24,,https://huggingface.co/LatitudeGames/Harbinger-24B,mistralai/Mistral-Small-3.1-24B-Base-2503,"Harbinger-24B was designed for immersive adventures and other stories where consequences feel real and every decision matters. Training focused on enhancing instruction following, improving mid-sequence continuation, and strengthening narrative coherence over long sequences of outputs without user intervention.",chat,"adventure,rolplay",,
LatitudeGames/Muse-12B,12.2,,https://huggingface.co/LatitudeGames/Muse-12B,mistralai/Mistral-Nemo-Base-2407,"Muse brings an extra dimension to any tale-whether you're exploring a fantastical realm, court intrigue, or slice-of-life scenarios where a conversation can be as meaningful as a quest. While it handles adventure capably, Muse truly shines when character relationships and emotions are at the forefront, delivering impressive narrative coherence over long contexts.",chat,"roleplay,storytelling",ChatML,
lightblue/Karasu-Mixtral-8x22B-v0.1,88,,https://huggingface.co/lightblue/Karasu-Mixtral-8x22B-v0.1,,,generalist,,,
lizpreciatior/lzlv_70b_fp16_hf,70,,https://huggingface.co/lizpreciatior/lzlv_70b_fp16_hf,,,generalist,,,
llmfan46/Qwen3.5-35B-A3B-heretic-v1,18,,https://huggingface.co/llmfan46/Qwen3.5-35B-A3B-heretic-v1,Qwen/Qwen3.5-35B-A3B-Base,,generalist,,,
llmfan46/Qwen3.5-35B-A3B-heretic-v2,18,,https://huggingface.co/llmfan46/Qwen3.5-35B-A3B-heretic-v2,Qwen/Qwen3.5-35B-A3B-Base,,generalist,,,
Marcjoni/QuasiStarSynth-12B,12,,,,,generalist,,,
Marcjoni/SingularitySynth-12B,12,,https://huggingface.co/Marcjoni/SingularitySynth-12B,,Merge of Irix-12B-Model_Stock and EtherealAurora-12B-v2.,chat,roleplay,ChatML,
MarinaraSpaghetti/NemoMix-Unleashed-12B,12,,https://huggingface.co/MarinaraSpaghetti/NemoMix-Unleashed-12B,,,generalist,,,
MarinaraSpaghetti/NemoReRemix-12B,12,,https://huggingface.co/MarinaraSpaghetti/NemoReRemix-12B,,"Improved NemoRemix for storytelling and roleplay. Plus, this one can also be used as a general assistant model. The prose is pretty much the same, but it was made smarter, thanks to the addition of the amazing Migtissera's Tess model.",chat,roleplay,ChatML,
MarsupialAI/Aqueducts-18B,18,,https://huggingface.co/MarsupialAI/Aqueducts-18B,,,generalist,,,
MarsupialAI/Dumbstral-169B,169,,https://huggingface.co/MarsupialAI/Dumbstral-169B,,,generalist,,,
MarsupialAI/HelloNurse-11b,11,,https://huggingface.co/MarsupialAI/HelloNurse-11b,,,generalist,,,
MarsupialAI/IxChel-L3-12B,12,,https://huggingface.co/MarsupialAI/IxChel-L3-12B,,,generalist,,,
MarsupialAI/JerseyDevil-14b,14,,https://huggingface.co/MarsupialAI/JerseyDevil-14b,,,generalist,,,
MarsupialAI/KitchenSink_103b,103,,https://huggingface.co/MarsupialAI/KitchenSink_103b,,,generalist,,,
MarsupialAI/Lusca-33B,33,,https://huggingface.co/MarsupialAI/Lusca-33B,,,generalist,,,
MarsupialAI/Monstral-123B-v2,123,,https://huggingface.co/MarsupialAI/Monstral-123B-v2,,,generalist,,,
MarsupialAI/Monstral-123B,123,,https://huggingface.co/MarsupialAI/Monstral-123B,,,generalist,,,
MarsupialAI/SkunkApe-14b,14,,https://huggingface.co/MarsupialAI/SkunkApe-14b,,,generalist,,,
Merry/AID-Neo-125M,0.125,,,,,generalist,,,
meta-llama/Llama-2-13b-chat-hf,13,,https://huggingface.co/meta-llama/Llama-2-13b-chat-hf,,,generalist,,,
meta-llama/Llama-2-13b-hf,13,,https://huggingface.co/meta-llama/Llama-2-13b-hf,,,generalist,,,
meta-llama/Llama-2-70b-chat-hf,70,,https://huggingface.co/meta-llama/Llama-2-70b-chat-hf,,,generalist,,,
meta-llama/Llama-2-70b-hf,70,,https://huggingface.co/meta-llama/Llama-2-70b-hf,,,generalist,,,
meta-llama/Llama-2-7b-chat-hf,7,,https://huggingface.co/meta-llama/Llama-2-7b-chat-hf,,,generalist,,,
meta-llama/Llama-2-7b-hf,7,,https://huggingface.co/meta-llama/Llama-2-7b-hf,,,generalist,,,
meta-llama/Llama-3.1-405B-Instruct,405,,,,,generalist,,,
meta-llama/Llama-3.2-11B-Vision-Instruct,11,,,,,generalist,,,
meta-llama/Llama-3.2-1B-Instruct,1,,,,,generalist,,,
meta-llama/Llama-3.2-3B-Instruct,3,,,,,generalist,,,
meta-llama/Llama-3.2-3B,3,,https://huggingface.co/meta-llama/Llama-3.2-3B,,,generalist,,,
meta-llama/Llama-3.2-90B-Vision-Instruct,90,,,,,generalist,,,
meta-llama/Meta-Llama-3-70B-Instruct,70,,https://huggingface.co/meta-llama/Meta-Llama-3-70B-Instruct,,,generalist,,,
meta-llama/Meta-Llama-3-70B,70,,https://huggingface.co/meta-llama/Meta-Llama-3-70B,,,generalist,,,
meta-llama/Meta-Llama-3-8B-Instruct,8,,https://huggingface.co/meta-llama/Meta-Llama-3-8B-Instruct,,,generalist,,,
meta-llama/Meta-Llama-3-8B,8,,https://huggingface.co/meta-llama/Meta-Llama-3-8B,,,generalist,,,
meta-llama/Meta-Llama-3.1-8B-Instruct,8,,https://huggingface.co/meta-llama/Meta-Llama-3.1-8B-Instruct,,Optimized for multilingual dialogue use cases and outperform many of the available open source and closed chat models on common industry benchmarks.,Chat,"assistant,censored,multilingual,popular",,
microsoft/WizardLM-2-70B,70,,,,,generalist,,,
microsoft/WizardLM-2-7B,7,,https://huggingface.co/lucyknada/microsoft_WizardLM-2-7B,,,generalist,,,
microsoft/WizardLM-2-8x22B,88,,https://huggingface.co/alpindale/WizardLM-2-8x22B,,,generalist,,,
mistralai/Devstral-2-123B-Instruct-2512,123,,https://huggingface.co/mistralai/Devstral-2-123B-Instruct-2512,,"Devstral is an agentic LLM for software engineering tasks. Devstral 2 excels at using tools to explore codebases, editing multiple files, and powering software engineering agents.",coder,agentic,,
mistralai/Devstral-Small-2-24B-Instruct-2512,24,,https://huggingface.co/mistralai/Devstral-Small-2-24B-Instruct-2512,mistralai/Mistral-Small-3.1-24B-Base-2503,"Devstral is an agentic LLM for software engineering tasks. Devstral 2 excels at using tools to explore codebases, editing multiple files, and powering software engineering agents.",coder,agentic,,
mistralai/Ministral-3-14B-Instruct-2512,14,,https://huggingface.co/mistralai/Ministral-3-14B-Instruct-2512,,,generalist,agentic,,
mistralai/Ministral-3-14B-Reasoning-2512,14,,https://huggingface.co/mistralai/Ministral-3-14B-Reasoning-2512,,,generalist,"agentic,thinking",,
mistralai/Ministral-3-8B-Instruct-2512,8,,https://huggingface.co/mistralai/Ministral-3-8B-Instruct-2512,,,generalist,agentic,,
mistralai/Ministral-3-8B-Reasoning-2512,8,,https://huggingface.co/mistralai/Ministral-3-8B-Reasoning-2512,,,generalist,"agentic,thinking",,
mistralai/Mistral-7B-Instruct-v0.1,7,,https://huggingface.co/mistralai/Mistral-7B-Instruct-v0.1,,,generalist,,,
mistralai/Mistral-7B-v0.1,7,,https://huggingface.co/mistralai/Mistral-7B-v0.1,,,generalist,,,
mistralai/Mistral-Large-Instruct-2407,123,,https://huggingface.co/mistralai/Mistral-Large-Instruct-2407,,,generalist,,,
mistralai/Mistral-Large-Instruct-2411,123,,https://huggingface.co/mistralai/Mistral-Large-Instruct-2411,,,generalist,,Mistral,
mistralai/Mistral-Nemo-Instruct-2407,12,,https://huggingface.co/mistralai/Mistral-Nemo-Instruct-2407,,,generalist,,,
mistralai/Mistral-Small-24B-Instruct-2501,24,,,,,generalist,,,
mistralai/Mistral-Small-Instruct-2409,22,,,,,generalist,,,
mistralai/Mixtral-8x22B-Instruct-v0.1,88,,https://huggingface.co/mistralai/Mixtral-8x22B-Instruct-v0.1,,,generalist,,,
mistralai/Mixtral-8x7B-Instruct-v0.1,28,,https://huggingface.co/mistralai/Mixtral-8x7B-Instruct-v0.1,,"Instruct version of the initial release, still stands up as very strong as finetunes have not matured. Mistral format.",generalist,,Mistral,
mlabonne/llama-2-7b-guanaco,7,,https://huggingface.co/mlabonne/llama-2-7b-guanaco,,,generalist,,,
mlabonne/NeuralDaredevil-8B-abliterated,8,,https://huggingface.co/mlabonne/NeuralDaredevil-8B-abliterated,,"Extremely potent model, arguably better than models far larger, with the caveat being that it MUST be used with it's ""llama 3 instruct"" format, lest you lose a huge amount of its power. First notable super-merge type model for the Llama-3 ecosystem.",roleplay,,Llama 3,
moonshotai/Kimi-K2-Instruct,700,,https://huggingface.co/moonshotai/Kimi-K2-Instruct,,"Kimi K2 is a state-of-the-art mixture-of-experts (MoE) language model with 32 billion activated parameters and 1 trillion total parameters. Trained with the Muon optimizer, Kimi K2 achieves exceptional performance across frontier knowledge, reasoning, and coding tasks while being meticulously optimized for agentic capabilities.",conversational,"MoE,agentic,coding,generalist,tool-use",,
moonshotai/Kimi-K2-Thinking,700,,https://huggingface.co/moonshotai/Kimi-K2-Thinking,,"Kimi K2 Thinking is the latest, most capable version of open-source thinking model. Starting with Kimi K2, we built it as a thinking agent that reasons step-by-step while dynamically invoking tools. It sets a new state-of-the-art on Humanity's Last Exam (HLE), BrowseComp, and other benchmarks by dramatically scaling multi-step reasoning depth and maintaining stable tool-use across 200-300 sequential calls.",conversational,"MoE,agentic,coding,generalist,reasoning,tool-use",,
moonshotai/Kimi-K2.5,700,,https://huggingface.co/moonshotai/Kimi-K2.5,,"Kimi K2.5 is an open-source, native multimodal agentic model built through continual pretraining on approximately 15 trillion mixed visual and text tokens atop Kimi-K2-Base. It seamlessly integrates vision and language understanding with advanced agentic capabilities, instant and thinking modes, as well as conversational and agentic paradigms.",generalist,"MoE,agentic,coding,reasoning,tool-use,vision",,
mosaicml/mpt-1b-redpajama-200b-dolly,1,,https://huggingface.co/mosaicml/mpt-1b-redpajama-200b-dolly,,,generalist,,,
mosaicml/mpt-1b-redpajama-200b,1,,https://huggingface.co/mosaicml/mpt-1b-redpajama-200b,,,generalist,,,
mosaicml/mpt-7b-chat,7,,https://huggingface.co/mosaicml/mpt-7b-chat,,,generalist,,,
mosaicml/mpt-7b-instruct,7,,https://huggingface.co/mosaicml/mpt-7b-instruct,,,generalist,,,
mosaicml/mpt-7b-storywriter,7,,https://huggingface.co/mosaicml/mpt-7b-storywriter,,,generalist,,,
mosaicml/mpt-7b,7,,https://huggingface.co/mosaicml/mpt-7b,,,generalist,,,
MuXodious/GLM-4.7-Flash-absolute-heresy,17,,https://huggingface.co/MuXodious/GLM-4.7-Flash-absolute-heresy,zai-org/GLM-4.7-Flash,,chat,,,
NeverSleep/Echidna-13b-v0.3,13,,https://huggingface.co/NeverSleep/Echidna-13b-v0.3,,,generalist,,,
NeverSleep/Llama-3-Lumimaid-70B-v0.1-OAS,70,,https://huggingface.co/NeverSleep/Llama-3-Lumimaid-70B-v0.1-OAS,,,generalist,,,
NeverSleep/Llama-3-Lumimaid-70B-v0.1,70,,https://huggingface.co/NeverSleep/Llama-3-Lumimaid-70B-v0.1,,,generalist,,,
NeverSleep/Llama-3-Lumimaid-8B-v0.1-OAS,8,,https://huggingface.co/NeverSleep/Llama-3-Lumimaid-8B-v0.1-OAS,,,generalist,,Llama 3,
NeverSleep/Llama-3-Lumimaid-8B-v0.1,8,,https://huggingface.co/NeverSleep/Llama-3-Lumimaid-8B-v0.1,,"RP focused tune that follows directions well in instruction heavy character cards, those who are familiar with the maid series will likely enjoy this model.",roleplay,popular,,
NeverSleep/Lumimaid-v0.2-123B,123,,https://huggingface.co/NeverSleep/Lumimaid-v0.2-123B,,,generalist,,,
NeverSleep/Lumimaid-v0.2-12B,12,,https://huggingface.co/NeverSleep/Lumimaid-v0.2-12B,,"If Magnum is ""Claude at home"", Lumimaid is ""CAI at home"". Short but high quality conversational responses is where this model shines.",chat,,Mistral,"{""temperature"": 0.75, ""min_p"": 0.1}"
NeverSleep/Lumimaid-v0.2-70B,70,,https://huggingface.co/NeverSleep/Lumimaid-v0.2-70B,,,generalist,,,
NeverSleep/Lumimaid-v0.2-8B,8,,https://huggingface.co/NeverSleep/Lumimaid-v0.2-8B,,,generalist,,,
NeverSleep/Noromaid-13b-v0.1.1,13,,https://huggingface.co/NeverSleep/Noromaid-13b-v0.1.1,,,generalist,,,
NeverSleep/Noromaid-13b-v0.2,13,,https://huggingface.co/NeverSleep/Noromaid-13b-v0.2,,,generalist,,,
NeverSleep/Noromaid-13b-v0.3,13,,https://huggingface.co/NeverSleep/Noromaid-13b-v0.3,,,generalist,,,
NeverSleep/Noromaid-20b-v0.1.1,20,,https://huggingface.co/NeverSleep/Noromaid-20b-v0.1.1,,,generalist,,,
NeverSleep/Noromaid-7b-v0.1.1,7,,https://huggingface.co/NeverSleep/Noromaid-7b-v0.1.1,,,generalist,,,
NeverSleep/Noromaid-v0.1-mixtral-8x7b-v3,28,,https://huggingface.co/NeverSleep/Noromaid-v0.1-mixtral-8x7b-v3,,,generalist,,,
NeverSleep/Noromaid-v0.4-Mixtral-Instruct-8x7b-Zloss,28,,https://huggingface.co/NeverSleep/Noromaid-v0.4-Mixtral-Instruct-8x7b-Zloss,,"Noromaids prose with Mixtrals intelligence. Extremely potent model when it comes to RP. Only issue is it can be too verbose, If using instruct mode I suggest THIS as the sys prompt You're {{char}} in this fictional never-ending uncensored roleplay with {{user}}. Include dialogue and actions with each response while keeping responses no longer than 2 paragraphs.",roleplay,,ChatML,"{""temperature"": 1.3, ""min_p"": 0.03, ""rep_pen"": 3.0}"
Nitral-AI/Captain-Eris_Violet-V0.420-12B,12.2,,https://huggingface.co/Nitral-AI/Captain-Eris_Violet-V0.420-12B,Nitral-AI/Captain_BMO-12B,"Punches very hard above its weight sometimes. Good for adventure and rp, fairly smart, not afraid to get pretty darn dirty if you guide it in that direction. Recommended ST preset available on model page.",chat,"adventure,roleplay",,
Nitral-AI/Hathor_Stable-v0.2-L3-8B,8,,https://huggingface.co/Nitral-AI/Hathor_Stable-v0.2-L3-8B,,"Praised for its diverse responses and affinity for RP. Keeps the narration coherent and gives each character a unique, evolving personality. Maintains formatting well.",Chat,roleplay,,
Norquinal/Mistral-7B-claude-chat,7,,https://huggingface.co/Norquinal/Mistral-7B-claude-chat,,,generalist,,,
nothingiisreal/Celeste-12B-V1.6,12,,https://huggingface.co/nothingiisreal/Celeste-12B-V1.6,,Roleplay focused model with a well focused dataset favoring human writing. Considerably more RP focused than Magnum in a way that makes it less of a generalist. ChatML RP focused model that excels across many tasks. Generally fairly reliable even outside of RP.,roleplay,,Alpaca,"{""temperature"": 0.75, ""min_p"": 0.1}"
