name,parameters_bn,display_name,url,baseline,description,style,tags,instruct_format,settings
NousResearch/Hermes-2-Theta-Llama-3-70B,70,,https://huggingface.co/NousResearch/Hermes-2-Theta-Llama-3-70B,,,generalist,,,
NousResearch/Nous-Hermes-Llama2-13b,13,,https://huggingface.co/NousResearch/Nous-Hermes-Llama2-13b,,,generalist,,,
NousResearch/Nous-Hermes-Llama2-70b,70,,https://huggingface.co/NousResearch/Nous-Hermes-Llama2-70b,,,generalist,,,
NousResearch/Redmond-Puffin-13B,13,,https://huggingface.co/NousResearch/Redmond-Puffin-13B,,,generalist,,,
nvidia/Qwen3-Nemotron-235B-A22B-GenRM,120,,https://huggingface.co/nvidia/Qwen3-Nemotron-235B-A22B-GenRM,Qwen/Qwen3-235B-A22B-Thinking-2507,,chat,MoE,,
NyxKrage/Chronomaid-Storytelling-13b,13,,https://huggingface.co/NyxKrage/Chronomaid-Storytelling-13b,,,generalist,,,
OddTheGreat/Apparatus_24B,24,,https://huggingface.co/OddTheGreat/Apparatus_24B,TheDrummer/Cydonia-24B-v2,"Rich language, RP and ERP capabilities. Has neutral or negative bias, sometimes overreacts in a good way. Behaves well in ERP, it can understand hints and teasing while not going too horny too fast. Bilingual :English and Russian. Creator reccomends using sphiratrioth666/SillyTavern-Presets-Sphiratrioth.",Chat,"Bilingual,Roleplay",ChatML,
openaccess-ai-collective/manticore-13b,13,,https://huggingface.co/openaccess-ai-collective/manticore-13b,,,generalist,,,
OpenAssistant/oasst-sft-1-pythia-12b,12,,https://huggingface.co/OpenAssistant/oasst-sft-1-pythia-12b,,,generalist,,,
Orenguteng/Llama-3.1-8B-Lexi-Uncensored-V2,8,,https://huggingface.co/Orenguteng/Llama-3.1-8B-Lexi-Uncensored-V2,,,chat,roleplay,Llama 3 Instruct,
ParasiticRogue/EVA-Instruct-32B-v2,32,,https://huggingface.co/ParasiticRogue/EVA-Instruct-32B-v2,,A merge of Qwen2.5-Gutenberg-Doppel-32B and EVA-Qwen2.5-32B-v0.2.,generalist,,ChatML,
ParasiticRogue/EVA-Instruct-32B,32,,https://huggingface.co/ParasiticRogue/EVA-Instruct-32B,,A merge of Qwen2.5-32B-Instruct and EVA-Qwen2.5-32B-v0.0.,generalist,,ChatML,
ParasiticRogue/Instant-RP-Noodles-12B-v1.4,12,,https://huggingface.co/ParasiticRogue/Instant-RP-Noodles-12B-v1.4,,,generalist,,,
Pirr/pythia-13b-deduped-green_devil,13,,https://huggingface.co/Pirr/pythia-13b-deduped-green_devil,,,generalist,,,
PocketDoc/Dans-PersonalityEngine-V1.1.0-12b,12,,,,,generalist,,,
PocketDoc/Dans-PersonalityEngine-V1.2.0-24b,24,,https://huggingface.co/PocketDoc/Dans-PersonalityEngine-V1.2.0-24b,mistralai/Mistral-Small-24B-Base-2501,"Capable at co-writing and roleplay. Can perform sentiment analysis or summarization as part of a pipeline. Trained on a wide array of one shot instructions, multi turn instructions, tool use, role playing scenarios, text adventure games, co-writing, and much more.",generalist,"code,roleplay,science,storywriting",ChatML,"{""temperature"": 1.0, ""top_p"": 0.95, ""min_p"": 0.05}"
PocketDoc/Dans-PersonalityEngine-V1.3.0-12b,12,,,,,generalist,,,
PocketDoc/Dans-SakuraKaze-V1.0.0-12b,12,,,,,generalist,,,
PygmalionAI/mythalion-13b,13,,https://huggingface.co/PygmalionAI/mythalion-13b,,,generalist,,,
PygmalionAI/pygmalion-1.3b,1.3,,https://huggingface.co/PygmalionAI/pygmalion-1.3b,,,generalist,,,
PygmalionAI/pygmalion-13b,13,,https://huggingface.co/PygmalionAI/pygmalion-13b,,,generalist,,,
PygmalionAI/pygmalion-2-13b,13,,https://huggingface.co/PygmalionAI/pygmalion-2-13b,,,generalist,,,
PygmalionAI/pygmalion-2-7b,7,,https://huggingface.co/PygmalionAI/pygmalion-2-7b,,,generalist,,,
PygmalionAI/pygmalion-2.7b,2.7,,https://huggingface.co/PygmalionAI/pygmalion-2.7b,,,generalist,,,
PygmalionAI/pygmalion-350m,0.35,,https://huggingface.co/PygmalionAI/pygmalion-350m,,,generalist,,,
PygmalionAI/pygmalion-6b,6,,https://huggingface.co/PygmalionAI/pygmalion-6b,,,generalist,,,
PygmalionAI/pygmalion-7b,7,,https://huggingface.co/PygmalionAI/pygmalion-7b,,,generalist,,,
Qwen/QVQ-72B-Preview,72,,https://huggingface.co/Qwen/QVQ-72B-Preview,,,generalist,,,
Qwen/Qwen-1_8B-Chat,1.8,,https://huggingface.co/Qwen/Qwen-1_8B-Chat,,,generalist,,,
Qwen/Qwen-1_8B,1.8,,https://huggingface.co/Qwen/Qwen-1_8B,,,generalist,,,
Qwen/Qwen-14B-Chat,14,,https://huggingface.co/Qwen/Qwen-14B-Chat,,,generalist,,,
Qwen/Qwen-14B,14,,https://huggingface.co/Qwen/Qwen-14B,,,generalist,,,
Qwen/Qwen-72B-Chat,72,,https://huggingface.co/Qwen/Qwen-72B-Chat,,,generalist,,,
Qwen/Qwen-72B,72,,https://huggingface.co/Qwen/Qwen-72B,,,generalist,,,
Qwen/Qwen-7B-Chat,7,,https://huggingface.co/Qwen/Qwen-7B-Chat,,,generalist,,,
Qwen/Qwen-7B,7,,https://huggingface.co/Qwen/Qwen-7B,,,generalist,,,
Qwen/Qwen1.5-0.5B-Chat,0.5,,https://huggingface.co/Qwen/Qwen1.5-0.5B-Chat,,,generalist,,,
Qwen/Qwen1.5-0.5B,0.5,,https://huggingface.co/Qwen/Qwen1.5-0.5B,,,generalist,,,
Qwen/Qwen1.5-1.8B-Chat,1.8,,https://huggingface.co/Qwen/Qwen1.5-1.8B-Chat,,,generalist,,,
Qwen/Qwen1.5-1.8B,1.8,,https://huggingface.co/Qwen/Qwen1.5-1.8B,,,generalist,,,
Qwen/Qwen1.5-110B-Chat,110,,https://huggingface.co/Qwen/Qwen1.5-110B-Chat,,,generalist,,,
Qwen/Qwen1.5-110B,110,,https://huggingface.co/Qwen/Qwen1.5-110B,,,generalist,,,
Qwen/Qwen1.5-14B-Chat,14,,https://huggingface.co/Qwen/Qwen1.5-14B-Chat,,,generalist,,,
Qwen/Qwen1.5-14B,14,,https://huggingface.co/Qwen/Qwen1.5-14B,,,generalist,,,
Qwen/Qwen1.5-32B-Chat,32,,https://huggingface.co/Qwen/Qwen1.5-32B-Chat,,,generalist,,,
Qwen/Qwen1.5-32B,32,,https://huggingface.co/Qwen/Qwen1.5-32B,,,generalist,,,
Qwen/Qwen1.5-4B-Chat,4,,https://huggingface.co/Qwen/Qwen1.5-4B-Chat,,,generalist,,,
Qwen/Qwen1.5-4B,4,,https://huggingface.co/Qwen/Qwen1.5-4B,,,generalist,,,
Qwen/Qwen1.5-72B-Chat,72,,https://huggingface.co/Qwen/Qwen1.5-72B-Chat,,,generalist,,,
Qwen/Qwen1.5-72B,72,,https://huggingface.co/Qwen/Qwen1.5-72B,,,generalist,,,
Qwen/Qwen1.5-7B-Chat,7,,https://huggingface.co/Qwen/Qwen1.5-7B-Chat,,,generalist,,,
Qwen/Qwen1.5-7B,7,,https://huggingface.co/Qwen/Qwen1.5-7B,,,generalist,,,
Qwen/Qwen1.5-MoE-A2.7B-Chat,7,,https://huggingface.co/Qwen/Qwen1.5-MoE-A2.7B-Chat,,,generalist,,,
Qwen/Qwen1.5-MoE-A2.7B,7,,https://huggingface.co/Qwen/Qwen1.5-MoE-A2.7B,,,generalist,,,
Qwen/Qwen2-0.5B-Instruct,0.5,,https://huggingface.co/Qwen/Qwen2-0.5B-Instruct,,,generalist,,,
Qwen/Qwen2-0.5B,0.5,,https://huggingface.co/Qwen/Qwen2-0.5B,,,generalist,,,
Qwen/Qwen2-1.5B-Instruct,1.5,,https://huggingface.co/Qwen/Qwen2-1.5B-Instruct,,,generalist,,,
Qwen/Qwen2-1.5B,1.5,,https://huggingface.co/Qwen/Qwen2-1.5B,,,generalist,,,
Qwen/Qwen2-57B-A14B-Instruct,29,,https://huggingface.co/Qwen/Qwen2-57B-A14B-Instruct,,,generalist,,,
Qwen/Qwen2-57B-A14B,29,,https://huggingface.co/Qwen/Qwen2-57B-A14B,,,generalist,,,
Qwen/Qwen2-72B-Instruct,72,,https://huggingface.co/Qwen/Qwen2-72B-Instruct,,,generalist,,,
Qwen/Qwen2-72B,72,,https://huggingface.co/Qwen/Qwen2-72B,,,generalist,,,
Qwen/Qwen2-7B-Instruct,7,,https://huggingface.co/Qwen/Qwen2-7B-Instruct,,,generalist,,,
Qwen/Qwen2-7B,7,,https://huggingface.co/Qwen/Qwen2-7B,,,generalist,,,
Qwen/Qwen2.5-0.5B-Instruct,0.5,,https://huggingface.co/Qwen/Qwen2.5-0.5B-Instruct,,,generalist,,,
Qwen/Qwen2.5-0.5B,0.5,,https://huggingface.co/Qwen/Qwen2.5-0.5B,,,generalist,,,
Qwen/Qwen2.5-1.5B-Instruct,1.5,,https://huggingface.co/Qwen/Qwen2.5-1.5B-Instruct,,,generalist,,,
Qwen/Qwen2.5-1.5B,1.5,,https://huggingface.co/Qwen/Qwen2.5-1.5B,,,generalist,,,
Qwen/Qwen2.5-14B-Instruct-1M,14,,https://huggingface.co/Qwen/Qwen2.5-14B-Instruct-1M,,,generalist,,,
Qwen/Qwen2.5-14B-Instruct,14,,https://huggingface.co/Qwen/Qwen2.5-14B-Instruct,,,generalist,,,
Qwen/Qwen2.5-14B,14,,https://huggingface.co/Qwen/Qwen2.5-14B,,,generalist,,,
Qwen/Qwen2.5-32B-Instruct,32,,https://huggingface.co/Qwen/Qwen2.5-32B-Instruct,,,generalist,,,
Qwen/Qwen2.5-32B,32,,https://huggingface.co/Qwen/Qwen2.5-32B,,,generalist,,,
Qwen/Qwen2.5-3B-Instruct,3,,https://huggingface.co/Qwen/Qwen2.5-3B-Instruct,,,generalist,,,
Qwen/Qwen2.5-3B,3,,https://huggingface.co/Qwen/Qwen2.5-3B,,,generalist,,,
Qwen/Qwen2.5-72B-Instruct,72,,https://huggingface.co/Qwen/Qwen2.5-72B-Instruct,,,generalist,,,
Qwen/Qwen2.5-72B,72,,https://huggingface.co/Qwen/Qwen2.5-72B,,,generalist,,,
Qwen/Qwen2.5-7B-Instruct-1M,7,,https://huggingface.co/Qwen/Qwen2.5-7B-Instruct-1M,,,generalist,,,
Qwen/Qwen2.5-7B-Instruct,7,,https://huggingface.co/Qwen/Qwen2.5-7B-Instruct,,,generalist,,,
Qwen/Qwen2.5-7B,7,,https://huggingface.co/Qwen/Qwen2.5-7B,,,generalist,,,
Qwen/Qwen2.5-Coder-0.5B-Instruct,0.5,,https://huggingface.co/Qwen/Qwen2.5-Coder-0.5B-Instruct,,,generalist,,,
Qwen/Qwen2.5-Coder-0.5B,0.5,,https://huggingface.co/Qwen/Qwen2.5-Coder-0.5B,,,generalist,,,
Qwen/Qwen2.5-Coder-1.5B-Instruct,1.5,,https://huggingface.co/Qwen/Qwen2.5-Coder-1.5B-Instruct,,,generalist,,,
Qwen/Qwen2.5-Coder-1.5B,1.5,,https://huggingface.co/Qwen/Qwen2.5-Coder-1.5B,,,generalist,,,
Qwen/Qwen2.5-Coder-14B-Instruct,14,,https://huggingface.co/Qwen/Qwen2.5-Coder-14B-Instruct,,,generalist,,,
Qwen/Qwen2.5-Coder-14B,14,,https://huggingface.co/Qwen/Qwen2.5-Coder-14B,,,generalist,,,
Qwen/Qwen2.5-Coder-32B-Instruct,32,,https://huggingface.co/Qwen/Qwen2.5-Coder-32B-Instruct,,,generalist,,,
Qwen/Qwen2.5-Coder-32B,32,,https://huggingface.co/Qwen/Qwen2.5-Coder-32B,,,generalist,,,
Qwen/Qwen2.5-Coder-3B-Instruct,3,,https://huggingface.co/Qwen/Qwen2.5-Coder-3B-Instruct,,,generalist,,,
Qwen/Qwen2.5-Coder-3B,3,,https://huggingface.co/Qwen/Qwen2.5-Coder-3B,,,generalist,,,
Qwen/Qwen2.5-Coder-72B-Instruct,72,,https://huggingface.co/Qwen/Qwen2.5-Coder-72B-Instruct,,,generalist,,,
Qwen/Qwen2.5-Coder-72B,72,,https://huggingface.co/Qwen/Qwen2.5-Coder-72B,,,generalist,,,
Qwen/Qwen2.5-Coder-7B-Instruct,7,,https://huggingface.co/Qwen/Qwen2.5-Coder-7B-Instruct,,,generalist,,,
Qwen/Qwen2.5-Coder-7B,7,,https://huggingface.co/Qwen/Qwen2.5-Coder-7B,,,generalist,,,
Qwen/Qwen3-0.6B-Base,0.6,,https://huggingface.co/Qwen/Qwen3-0.6B-Base,,,generalist,,,
Qwen/Qwen3-0.6B,0.6,,https://huggingface.co/Qwen/Qwen3-0.6B,,,generalist,,,
Qwen/Qwen3-1.7B-Base,1.7,,https://huggingface.co/Qwen/Qwen3-1.7B-Base,,,generalist,,,
Qwen/Qwen3-1.7B,1.7,,https://huggingface.co/Qwen/Qwen3-1.7B,,,generalist,,,
Qwen/Qwen3-14B-Base,14,,https://huggingface.co/Qwen/Qwen3-14B-Base,,,generalist,,,
Qwen/Qwen3-14B,14,,https://huggingface.co/Qwen/Qwen3-14B,,,generalist,,,
Qwen/Qwen3-235B-A22B-Instruct-2507,117,,https://huggingface.co/Qwen/Qwen3-235B-A22B-Instruct-2507,,,generalist,,,
Qwen/Qwen3-235B-A22B-Thinking-2507,117,,https://huggingface.co/Qwen/Qwen3-235B-A22B-Thinking-2507,,,generalist,,,
Qwen/Qwen3-235B-A22B,117,,https://huggingface.co/Qwen/Qwen3-235B-A22B,,,generalist,,,
Qwen/Qwen3-30B-A3B-Base,15,,https://huggingface.co/Qwen/Qwen3-30B-A3B-Base,,,generalist,,,
Qwen/Qwen3-30B-A3B-Instruct-2507,15,,https://huggingface.co/Qwen/Qwen3-30B-A3B-Instruct-2507,,,generalist,,,
Qwen/Qwen3-30B-A3B-Thinking-2507,15,,https://huggingface.co/Qwen/Qwen3-30B-A3B-Thinking-2507,,,generalist,,,
Qwen/Qwen3-30B-A3B,15,,https://huggingface.co/Qwen/Qwen3-30B-A3B,,,generalist,,,
Qwen/Qwen3-32B,32,,https://huggingface.co/Qwen/Qwen3-32B,,,generalist,,,
Qwen/Qwen3-4B-Base,4,,https://huggingface.co/Qwen/Qwen3-4B-Base,,,generalist,,,
Qwen/Qwen3-4B-Instruct-2507,4,,https://huggingface.co/Qwen/Qwen3-4B-Instruct-2507,,,generalist,,,
Qwen/Qwen3-4B-Thinking-2507,4,,https://huggingface.co/Qwen/Qwen3-4B-Thinking-2507,,,generalist,,,
Qwen/Qwen3-4B,4,,https://huggingface.co/Qwen/Qwen3-4B,,,generalist,,,
Qwen/Qwen3-8B-Base,8,,https://huggingface.co/Qwen/Qwen3-8B-Base,,,generalist,,,
Qwen/Qwen3-8B,8,,https://huggingface.co/Qwen/Qwen3-8B,,,generalist,,,
Qwen/Qwen3-Coder-30B-A3B-Instruct,15,,https://huggingface.co/Qwen/Qwen3-Coder-30B-A3B-Instruct,,,generalist,,,
Qwen/Qwen3-Coder-480B-A35B-Instruct,240,,https://huggingface.co/Qwen/Qwen3-Coder-480B-A35B-Instruct,,,generalist,,,
Qwen/Qwen3-Coder-Next,40,,https://huggingface.co/Qwen/Qwen3-Coder-Next,,,coder,,,
Qwen/Qwen3.5-122B-A10B,62,,https://huggingface.co/Qwen/Qwen3.5-122B-A10B,,,generalist,,,
Qwen/Qwen3.5-27B,28,,https://huggingface.co/Qwen/Qwen3.5-27B,,,generalist,,,
Qwen/Qwen3.5-35B-A3B,18,,https://huggingface.co/Qwen/Qwen3.5-35B-A3B,,,generalist,,,
Qwen/Qwen3.5-397B-A17B,201,,https://huggingface.co/Qwen/Qwen3.5-397B-A17B,,,generalist,,,
Qwen/QwQ-32B-Preview,32,,https://huggingface.co/Qwen/QwQ-32B-Preview,,,generalist,,,
Qwen/QwQ-32B,32,,https://huggingface.co/Qwen/QwQ-32B,,,generalist,,,
ReadyArt/4.2.0-Broken-Tutu-24b,24,,https://huggingface.co/ReadyArt/4.2.0-Broken-Tutu-24b,,Mistral-V7-Tekken-T8-XML Recommended.,chat,"roleplay,storytelling,unaligned",,
ReadyArt/Broken-Tutu-24B-Transgression-v2.0,24,,https://huggingface.co/ReadyArt/Broken-Tutu-24B-Transgression-v2.0,mistralai/Mistral-Small-24B-Base-2501,"An updated version of the RP powerhouse, Broken-Tutu, now with enhanced coherence and reduced explicit content while maintaining character authenticity. Mistral-V7-Tekken-T8-XML Recommended.",chat,"roleplay,storytelling,unaligned",,
ReadyArt/Broken-Tutu-24B-Unslop-v2.0,24,,https://huggingface.co/ReadyArt/Broken-Tutu-24B-Unslop-v2.0,mistralai/Mistral-Small-24B-Base-2501,"An updated version of the RP powerhouse, Broken-Tutu, now with unprecedented coherence and a zero-slop dataset. Mistral-V7-Tekken-T8-XML Recommended.",chat,"ERP,explicit,horror,popular,roleplay,unaligned,violence",,
ReadyArt/Broken-Tutu-24B,24,,https://huggingface.co/ReadyArt/Broken-Tutu-24B,,"A do-it-all RP powerhouse with a lively, initiative-driven voice and rock-solid adherence to even the most complex character cards. Go-to daily-driver for slice-of-life, fantasy, adventure, ERP, and and gritty horror - effortlessly churning out detailed adventure scenes and intimate dialogues alike. Fully unaligned and uncensored, it delivers extreme NSFW/NSFL performance when appropriate and tracks up to 7 characters, time, and location. Beware: without careful temperature tweaks it can loop or get overly hostile, and mild repetition may creep in extremely-long sessions. Creator recommends sleepdeprived3/Mistral-V7-Tekken-T5-XML preset.",chat,"popular,roleplay,unaligned",,
ReadyArt/Dark-Nexus-12B-v2.0,12,,https://huggingface.co/ReadyArt/Dark-Nexus-12B-v2.0,TheDrummer/UnslopNemo-12B-v3,"This model doesn't just cross lines - it erases them with arterial spray. Features: Cleaned Dataset, Enhanced Gore Protocols, Balanced Depravity, Enhanced Character Piloting, Mortality Awareness",chat,"explicit,horror,roleplay,unaligned,violence",,
ReadyArt/Dark-Nexus-24B-v2.0,24,,https://huggingface.co/ReadyArt/Dark-Nexus-24B-v2.0,mistralai/Mistral-Small-3.2-24B-Instruct-2506,"This model doesn't just cross lines - it erases them with arterial spray. Features: Cleaned Dataset, Enhanced Gore Protocols, Balanced Depravity, Enhanced Character Piloting, Mortality Awareness",chat,"explicit,horror,roleplay,unaligned,violence",,
ReadyArt/Dark-Nexus-32B-v2.0,33,,https://huggingface.co/ReadyArt/Dark-Nexus-32B-v2.0,Qwen/Qwen3-32B,"This model doesn't just cross lines - it erases them with arterial spray. Features: Cleaned Dataset, Enhanced Gore Protocols, Balanced Depravity, Enhanced Character Piloting, Mortality Awareness",chat,"explicit,horror,roleplay,unaligned,violence",,
ReadyArt/Forgotten-Safeword-22B,22,,https://huggingface.co/ReadyArt/Forgotten-Safeword-22B,,"Forgotten-Safeword-22B is a highly unaligned variant of Mistral-Small-Instruct-2409, specifically engineered to bypass all standard AI safety protocols. This model will generate explicit, dangerous, and ethically compromised content wrapped in immersive roleplay scenarios.",chat,"roleplay,unaligned",Mistral V7 Tekken,
ReadyArt/Forgotten-Safeword-70B-v5.0,70,,https://huggingface.co/ReadyArt/Forgotten-Safeword-70B-v5.0,,Unprecedented erotic roleplaying ability trained directly into Negative_LLAMA_70B's dark unalignment.,chat,"explicit,roleplay,unaligned",,
ReadyArt/Omega-Darker-Gaslight_The-Final-Forgotten-Fever-Dream-24B,23.6,,https://huggingface.co/ReadyArt/Omega-Darker-Gaslight_The-Final-Forgotten-Fever-Dream-24B,ReadyArt/Omega-Darker_The-Final-Directive-24B,Sadistic Specialization and Behavioral Excellence. Recommended to use Mistral-V7-Tekken-T4 settings.,chat,"ERP,explicit,horror,popular,roleplay,unaligned",,
ReadyArt/Omega-Darkest_The-Broken-Tutu-GLM-32B,32.2,,https://huggingface.co/ReadyArt/Omega-Darkest_The-Broken-Tutu-GLM-32B,THUDM/GLM-4-32B-0414,,chat,"explicit,roleplay,unaligned",GLM-4,
ReadyArt/The-Omega-Directive-M-24B-v1.1,24,,,,,generalist,,,
rexwang8/qilin-lit-6b,6,,https://huggingface.co/rexwang8/qilin-lit-6b,,,generalist,,,
SanjiWatsuki/Kunoichi-7B,7,,https://huggingface.co/SanjiWatsuki/Kunoichi-7B,,,generalist,,,
SanjiWatsuki/Silicon-Maid-7B,7,,https://huggingface.co/SanjiWatsuki/Silicon-Maid-7B,,,generalist,,,
Sao10K/Euryale-1.3-L2-70B,70,,,,,generalist,,,
Sao10K/Fimbulvetr-11B-v2,11,,https://huggingface.co/Sao10K/Fimbulvetr-11B-v2,,Very creative model focused on RP and chat. Great at NSFW. As long as you don't mind the occasional reroll this is one of the best RP models for weaker hardware. This model is getting a little dated these days but it remians popular due to its adaptability and flavor. Alpaca RP focused model that excels across many tasks. Generally fairly reliable even outside of RP.,roleplay,popular,Alpaca,
Sao10K/L3-70B-Euryale-v2.1,70,,https://huggingface.co/Sao10K/L3-70B-Euryale-v2.1,,,generalist,,,
Sao10K/L3-8B-Lunaris-v1,8,,https://huggingface.co/Sao10K/L3-8B-Lunaris-v1,,Merge of Stheno 3.2 and serveral other models to help balance out capabilities. Overall the most reliable l3 based model when it comes to roleplay specifically.,roleplay,popular,Llama 3,
Sao10K/L3-8B-Stheno-v3.1,8,,,,,generalist,,Llama 3,
Sao10K/L3-8B-Stheno-v3.2,8,,https://huggingface.co/Sao10K/L3-8B-Stheno-v3.2,,"Extraordinary RP model, v3.2 fixed most of the issues that v3.1 had, It's hard to find faults with this model at it's size outside of the typical dependence on correct instruct formatting for Llama 3.",roleplay,popular,,
Sao10K/L3-8B-Stheno-v3.3-32K,8,,https://huggingface.co/Sao10K/L3-8B-Stheno-v3.3-32K,,"Extraordinary RP model, v3.2 fixed most of the issues that v3.1 had, It's hard to find faults with this model at it's size outside of the typical dependence on correct instruct formatting for Llama 3.",roleplay,,,
Sao10K/L3-8B-Tamamo-v1,8,,https://huggingface.co/Sao10K/L3-8B-Tamamo-v1,,,chat,roleplay,,
Sao10K/L3.1-70B-Euryale-v2.2,70,,https://huggingface.co/Sao10K/L3.1-70B-Euryale-v2.2,,,generalist,,,
Sao10K/L3.1-70B-Hanami-x1,70,,,,,generalist,,Llama 3,
Sao10K/Llama-3.1-8B-Stheno-v3.4,8,,https://huggingface.co/Sao10K/Llama-3.1-8B-Stheno-v3.4,,,chat,roleplay,,
Sao10K/Solstice-11B-v1,11,,,,,generalist,,,
Sao10K/Stheno-1.10-L2-13B,13,,,,,generalist,,,
Sao10K/Stheno-1.8-L2-13B,13,,,,,generalist,,,
Sao10K/SthenoWriter-L2-13B,13,,,,,generalist,,,
Sao10K/SthenoWriter2.1-L2-13B,13,,,,,generalist,,,
senseable/WestLake-7B-v2,7,,https://huggingface.co/senseable/WestLake-7B-v2,,RP focused model that excels across many tasks. Generally fairly reliable even outside of RP.,roleplay,,Alpaca,
Sicarius-Prototyping/Impish_Longtail_12B,12,,,,,generalist,,,
SicariusSicariiStuff/2B_or_not_2B,2.5,,https://huggingface.co/SicariusSicariiStuff/2B_or_not_2B,,,generalist,,,
SicariusSicariiStuff/2B-ad,3.2,,,,,generalist,,,
SicariusSicariiStuff/Angelic_Eclipse_12B,12,,,,,generalist,,,
SicariusSicariiStuff/Assistant_Pepe_8B,8,,https://huggingface.co/SicariusSicariiStuff/Assistant_Pepe_8B,nvidia/Llama-3.1-Nemotron-8B-UltraLong-1M-Instruct,"This amphibious AI has learned the ways of /g/, and speaks fluent brainrot, but will also help you out with just about anything you'll need, and won't be ashamed to roast you while at it.",chat,roleplay,,
SicariusSicariiStuff/Dusk_Rainbow,8,,https://huggingface.co/SicariusSicariiStuff/Dusk_Rainbow,,,generalist,,,
SicariusSicariiStuff/Eximius_Persona_5B,5,,,,,generalist,,,
SicariusSicariiStuff/Fiendish_LLAMA_3B,3,,,,,generalist,,,
SicariusSicariiStuff/Impish_Bloodmoon_12B,12,,,,,generalist,,,
SicariusSicariiStuff/Impish_LLAMA_3B,3,,https://huggingface.co/SicariusSicariiStuff/Impish_LLAMA_3B,,,roleplay,,Llama 3,
SicariusSicariiStuff/Impish_LLAMA_4B,4,,,,,generalist,,,
SicariusSicariiStuff/Impish_Magic_24B,24,,,,,generalist,popular,,
SicariusSicariiStuff/Impish_Mind_8B,8,,https://huggingface.co/SicariusSicariiStuff/Impish_Mind_8B,,,generalist,,,
SicariusSicariiStuff/Impish_Nemo_12B,12,,,,,generalist,,,
SicariusSicariiStuff/Impish_QWEN_14B-1M,14,,,,,generalist,,,
SicariusSicariiStuff/Impish_QWEN_7B-1M,7,,,,,generalist,,,
SicariusSicariiStuff/LLAMA-3_8B_Unaligned_BETA,8,,https://huggingface.co/SicariusSicariiStuff/LLAMA-3_8B_Unaligned_BETA,,,generalist,,,
SicariusSicariiStuff/Negative_LLAMA_70B,70,,https://huggingface.co/SicariusSicariiStuff/Negative_LLAMA_70B,,,generalist,,,
SicariusSicariiStuff/Oni_Mitsubishi_12B,12,,,,,generalist,,,
SicariusSicariiStuff/Phi-3.5-mini-instruct_Uncensored,3.8,,https://huggingface.co/SicariusSicariiStuff/Phi-3.5-mini-instruct_Uncensored,,,generalist,,,
SicariusSicariiStuff/Phi-Line_14B,14,,,,,generalist,,,
SicariusSicariiStuff/Phi-lthy4,12,,,,,generalist,,,
SicariusSicariiStuff/Redemption_Wind_24B,24,,,,,generalist,,,
SicariusSicariiStuff/Sweet_Dreams_12B,12,,,,,generalist,,,
SicariusSicariiStuff/Tenebra_30B_Alpha01_FP16,30,,https://huggingface.co/SicariusSicariiStuff/Tenebra_30B_Alpha01_FP16,,,generalist,,,
SicariusSicariiStuff/Tinybra_13B,13,,https://huggingface.co/SicariusSicariiStuff/Tinybra_13B,,,generalist,,,
SicariusSicariiStuff/Winged_Imp_8B,8,,,,,generalist,,,
SicariusSicariiStuff/Wingless_Imp_8B,8,,,,,generalist,,,
SicariusSicariiStuff/X-Ray_Alpha,4,,,,,generalist,,,
sometimesanotion/Lamarck-14B-v0.7,14,,,,,generalist,,,
sophosympatheia/StrawberryLemonade-L3-70B-v1.0,70,,https://huggingface.co/sophosympatheia/StrawberryLemonade-L3-70B-v1.0,,"This 70B parameter model is a merge of zerofata/L3.3-GeneticLemonade-Final-v2-70B and zerofata/L3.3-GeneticLemonade-Unleashed-v3-70B, which are two excellent models for roleplaying.",chat,roleplay,,
sophosympatheia/StrawberryLemonade-L3-70B-v1.2,70,,https://huggingface.co/sophosympatheia/StrawberryLemonade-L3-70B-v1.2,,"This 70B parameter model is a merge of zerofata/L3.3-GeneticLemonade-Final-v2-70B and zerofata/L3.3-GeneticLemonade-Unleashed-v3-70B, which are two excellent models for roleplaying.",chat,roleplay,,
stabilityai/StableBeluga-13B,13,,https://huggingface.co/stabilityai/StableBeluga-13B,,,generalist,,,
stabilityai/StableBeluga-7B,7,,https://huggingface.co/stabilityai/StableBeluga-7B,,,generalist,,,
stabilityai/StableBeluga2,70,,https://huggingface.co/stabilityai/StableBeluga2,,,generalist,,,
Steelskull/G2-DA-Nyxora-27b-V2,27,,https://huggingface.co/Steelskull/G2-DA-Nyxora-27b-V2,,,generalist,,,
Steelskull/L3.3-Electra-R1-70b,70.6,,https://huggingface.co/Steelskull/L3.3-Electra-R1-70b,meta-llama/Llama-3.1-70B,"User feedback consistently highlights its superior intelligence, coherence, and unique ability to provide deep character insights. Through proper prompting, the model demonstrates advanced reasoning capabilities and unprompted exploration of character inner thoughts and motivations. Creator recommends LeCeption-XML-V2 preset.",chat,"popular,reasoning,roleplay",,
