name,parameters_bn,display_name,url,baseline,description,style,tags,instruct_format,settings
Steelskull/L3.3-MS-Nevoria-70b,70.6,,https://huggingface.co/Steelskull/L3.3-MS-Nevoria-70b,nbeerbower/Llama-3.1-Nemotron-lorablated-70B,"Insane creativity, exceptional character adherence and dialogue, loves to slow burn and take its time, minimal sloppy patterns and writing, and such a breath of fresh air in many ways. Fantastic for seamless role-playing and storytelling. Recommended preset: Llam@ception by Konnect1221.",chat,"popular,roleplay,storytelling",,
Steelskull/L3.3-Nevoria-R1-70b,70,,https://huggingface.co/Steelskull/L3.3-Nevoria-R1-70b,nbeerbower/Llama-3.1-Nemotron-lorablated-70B,"This model builds upon the original Nevoria foundation, incorporating the Deepseek-R1 reasoning architecture to enhance dialogue interaction and scene comprehension. While maintaining Nevoria's core strengths in storytelling and scene description, this iteration aims to improve prompt adherence and creative reasoning capabilities. Creator reccommends LLam@ception preset.",chat,"reasoning,roleplay",,
Steelskull/ML-MS-Etheris-123B,123,,https://huggingface.co/Steelskull/ML-MS-Etheris-123B,,,generalist,,,
Tap-M/Luna-AI-Llama2-Uncensored,7,,https://huggingface.co/Tap-M/Luna-AI-Llama2-Uncensored,,,generalist,,,
Tarek07/Dungeonmaster-V2.2-Expanded-LLaMa-70B,70,,https://huggingface.co/Tarek07/Dungeonmaster-V2.2-Expanded-LLaMa-70B,,,generalist,,,
Tarek07/Dungeonmaster-V2.4-Expanded-LLaMa-70B,70,,https://huggingface.co/Tarek07/Dungeonmaster-V2.4-Expanded-LLaMa-70B,,,generalist,,,
tavtav/Pygmalion3-12B-Nemo-v6,12,,https://huggingface.co/tavtav/Pygmalion3-12B-Nemo-v6,,,chat,roleplay,,
TeeZee/DarkForest-20B-v2.0,20,,https://huggingface.co/TeeZee/DarkForest-20B-v2.0,,,generalist,,,
TeeZee/DarkForest-20B-v3.0,20,,https://huggingface.co/TeeZee/DarkForest-20B-v3.0,,,generalist,,,
TeeZee/NEBULA-23.8B-v1.0,23.8,,https://huggingface.co/TeeZee/NEBULA-23.8B-v1.0,,,generalist,,,
TehVenom/MPT-7b-Apache-2.0,7,,https://huggingface.co/TehVenom/MPT-7b-Apache-2.0,,,generalist,,,
TehVenom/MPT-7b-Chat-Instruct-LongCTX-Merge,7,,https://huggingface.co/TehVenom/MPT-7b-Chat-Instruct-LongCTX-Merge,,,generalist,,,
TehVenom/MPT-7b-InstructAndStorywriting-50_50-Merge,7,,https://huggingface.co/TehVenom/MPT-7b-InstructAndStorywriting-50_50-Merge,,,generalist,,,
TehVenom/mpt-7b-InstructAndStorywriting-75_25-Merge,7,,https://huggingface.co/TehVenom/mpt-7b-InstructAndStorywriting-75_25-Merge,,,generalist,,,
TehVenom/MPT-7b-storywriter-Apache-2.0,7,,https://huggingface.co/TehVenom/MPT-7b-storywriter-Apache-2.0,,,generalist,,,
TehVenom/PPO_Pygway-V8p4_Dev-6b,6,,https://huggingface.co/TehVenom/PPO_Pygway-V8p4_Dev-6b,,,generalist,,,
TehVenom/TehVenom_PPO_Shygmalion-6b,6,,,,,generalist,,,
teknium/airoboros-mistral2.2-7b,7,,https://huggingface.co/teknium/airoboros-mistral2.2-7b,,,generalist,,,
teknium/OpenHermes-2.5-Mistral-7B,7,,https://huggingface.co/teknium/OpenHermes-2.5-Mistral-7B,,,generalist,,,
TheDrummer/Agatha-111B-v1,111,,https://huggingface.co/TheDrummer/Agatha-111B-v1,CohereLabs/c4ai-command-a-03-2025,,chat,roleplay,CommandR,
TheDrummer/Anubis-70B-v1.1,70,,https://huggingface.co/TheDrummer/Anubis-70B-v1.1,meta-llama/Llama-3.1-70B,"This model does a fantastic job portraying various characters without fail, adhering to them in such a refreshing and pleasing degree with their dialogue and mannerisms, while also being able to impart a very nice and fresh style that doesn't feel like any other L3.3 models.",chat,"rolplay,unaligned",Llama 3 Instruct,
TheDrummer/Anubis-70B-v1.2,71,,https://huggingface.co/TheDrummer/Anubis-70B-v1.2,,,chat,roleplay,,
TheDrummer/Anubis-Mini-8B-v1,8,,https://huggingface.co/TheDrummer/Anubis-Mini-8B-v1,allura-forge/Llama-3.3-8B-Instruct,,chat,roleplay,Llama 3 Instruct,
TheDrummer/Anubis-Pro-105B-v1,105,,,,,generalist,,,
TheDrummer/Behemoth-123B-v1,123,,https://huggingface.co/TheDrummer/Behemoth-123B-v1,,,generalist,,,
TheDrummer/Behemoth-123B-v1.1,123,,https://huggingface.co/TheDrummer/Behemoth-123B-v1.1,,,generalist,,,
TheDrummer/Behemoth-123B-v1.2,123,,https://huggingface.co/TheDrummer/Behemoth-123B-v1.2,,,generalist,,,
TheDrummer/Behemoth-123B-v2,123,Behemoth 123B v2.0,https://huggingface.co/TheDrummer/Behemoth-123B-v2,mistralai/Mistral-Large-Instruct-2411,"An equivalent of Behemoth 123B v1 (Classic), updated with Mistral Large Instruct 2411 as its base model.",generalist,,Metharme,
TheDrummer/Behemoth-123B-v2.1,123,,https://huggingface.co/TheDrummer/Behemoth-123B-v2.1,mistralai/Mistral-Large-Instruct-2411,"An equivalent of Behemoth 123B v1.1 (Creative Boost), updated with Mistral Large Instruct 2411 as its base model.",roleplay,,Metharme,
TheDrummer/Behemoth-123B-v2.2,123,,https://huggingface.co/TheDrummer/Behemoth-123B-v2.2,mistralai/Mistral-Large-Instruct-2411,"An even more creative and ""unhinged"" iteration of Behemoth 123B v2.1.",story,,Metharme,
TheDrummer/Behemoth-ReduX-123B-v1,123,Behemoth ReduX 123B v1.0,https://huggingface.co/TheDrummer/Behemoth-ReduX-123B-v1,mistralai/Mistral-Large-Instruct-2407,"A throwback tune of the legedenary Mistral Large 2407. With up-to-date tuning techniques, this 123B tune will not disappoint!",chat,roleplay,Mistral V3,
TheDrummer/Behemoth-ReduX-123B-v1.1,123,,https://huggingface.co/TheDrummer/Behemoth-ReduX-123B-v1.1,mistralai/Mistral-Large-Instruct-2407,"A throwback tune of the legedenary Mistral Large 2407. With up-to-date tuning techniques, this 123B tune will not disappoint!",chat,"popular,roleplay",Mistral V3,
TheDrummer/Behemoth-X-123B-v2.1,123,,https://huggingface.co/TheDrummer/Behemoth-X-123B-v2.1,,,chat,roleplay,,
TheDrummer/Big-Alice-28B-v1,28,,,,,generalist,,,
TheDrummer/Big-Tiger-Gemma-27B-v1,27,,https://huggingface.co/TheDrummer/Big-Tiger-Gemma-27B-v1,,,generalist,,,
TheDrummer/Coomand-R-35B-v1,35,,https://huggingface.co/TheDrummer/Coomand-R-35B-v1,,,generalist,,,
TheDrummer/Cydonia-22B-v1,22,,https://huggingface.co/TheDrummer/Cydonia-22B-v1,,,generalist,,,
TheDrummer/Cydonia-22B-v1.2,22,,https://huggingface.co/TheDrummer/Cydonia-22B-v1.2,,,generalist,,,
TheDrummer/Cydonia-22B-v1.3,22,,https://huggingface.co/TheDrummer/Cydonia-22B-v1.3,,,generalist,,,
TheDrummer/Cydonia-24B-v2,24,,,,,generalist,,,
TheDrummer/Cydonia-24B-v2.1,24,,https://huggingface.co/TheDrummer/Cydonia-24B-v2.1,,Creator recommends Mistral v7 Tekken template.,chat,roleplay,Mistral V7 Tekken,
TheDrummer/Cydonia-24B-v3,24,,https://huggingface.co/TheDrummer/Cydonia-24B-v3,mistralai/Mistral-Small-3.1-24B-Base-2503,Creator recommends Mistral v7 Tekken template.,chat,"popular,roleplay",Mistral V7 Tekken,
TheDrummer/Cydonia-24B-v3.1,24,,https://huggingface.co/TheDrummer/Cydonia-24B-v3.1,mistralai/Mistral-Small-3.1-24B-Base-2503,It plays characters well and will drive the story with or without thinking mode. It will get spicy when the scenario calls for it and will back down when it makes sense to. It will also follow prompts well and will generally format messages as expected.,chat,"CoT,roleplay",Mistral v7 Tekken,
TheDrummer/Cydonia-24B-v4,24,,https://huggingface.co/TheDrummer/Cydonia-24B-v4,,,chat,roleplay,Mistral V7 tekken,
TheDrummer/Cydonia-24B-v4.1,24,,https://huggingface.co/TheDrummer/Cydonia-24B-v4.1,,,chat,roleplay,Mistral V7 Tekken,
TheDrummer/Cydonia-24B-v4.2.0,24,,https://huggingface.co/TheDrummer/Cydonia-24B-v4.2.0,,,chat,roleplay,Mistral V7 Tekken,
TheDrummer/Cydonia-24B-v4.3,24,,https://huggingface.co/TheDrummer/Cydonia-24B-v4.3,,,chat,"popular,roleplay",Mistral V7 Tekken,
TheDrummer/Cydonia-R1-24B-v4,24,,https://huggingface.co/TheDrummer/Cydonia-R1-24B-v4,,,chat,"CoT,roleplay",Mistral V7 tekken,
TheDrummer/Cydonia-ReduX-22B-v1.1,22.2,,https://huggingface.co/TheDrummer/Cydonia-Redux-22B-v1.1,mistralai/Mistral-Small-Instruct-2409,"An updated throwback tune of the beloved Mistral Small 22B. With up-to-date tuning techniques, this 22B tune will not disappoint!",chat,roleplay,Mistral V3,
TheDrummer/Fallen-Gemma3-27B-v1,27,,,,,generalist,,,
TheDrummer/Gemma-3-R1-27B-v1,27,,,,,generalist,,,
TheDrummer/Gemmasutra-Mini-2B-v1,2.6,,https://huggingface.co/TheDrummer/Gemmasutra-Mini-2B-v1,,,generalist,popular,,
TheDrummer/Gemmasutra-Pro-27B-v1,27,,https://huggingface.co/TheDrummer/Gemmasutra-Pro-27B-v1,,,generalist,,,
TheDrummer/GLM-Steam-106B-A12B-v1,53,,,,,generalist,,,
TheDrummer/Llama-3SOME-8B-v1-BETA,8,,,,,generalist,,,
TheDrummer/Llama-3SOME-8B-v2,8,,https://huggingface.co/TheDrummer/Llama-3SOME-8B-v2,,,chat,"ERP,roleplay",Llama 3 Instruct,
TheDrummer/Magidonia-24B-v4.2.0,24,,https://huggingface.co/TheDrummer/Magidonia-24B-v4.2.0,mistralai/Magistral-Small-2509,A version of Cydonia-24B-v4.2.0 that uses Magistral as a base.,chat,roleplay,Mistral V7 Tekken,
TheDrummer/Magidonia-24B-v4.3,24,,https://huggingface.co/TheDrummer/Magidonia-24B-v4.3,,,chat,roleplay,Mistral V7 Tekken,
TheDrummer/Ministrations-8B-v1,8,,https://huggingface.co/TheDrummer/Ministrations-8B-v1,,,generalist,,,
TheDrummer/Moistral-11B-v3,11,,https://huggingface.co/TheDrummer/Moistral-11B-v3,,,generalist,,,
TheDrummer/Nautilus-70B-v0.1,70,,https://huggingface.co/TheDrummer/Nautilus-70B-v0.1,,,generalist,,,
TheDrummer/Precog-24B-v1,24,,https://huggingface.co/TheDrummer/Precog-24B-v1,mistralai/Mistral-Small-3.1-24B-Base-2503,"The intention is to have the model write a simple, digestible draft and then using the draft to write the actual, complicated response. The draft can be prefilled and edited to influence the actual response.",chat,"reasoning,roleplay",Mistral V7 Tekken,
TheDrummer/Rocinante-12B-v1,12,,https://huggingface.co/TheDrummer/Rocinante-12B-v1,,,generalist,,,
TheDrummer/Rocinante-12B-v1.1,12,,https://huggingface.co/TheDrummer/Rocinante-12B-v1.1,,,generalist,,,
TheDrummer/Rocinante-X-12B-v1,12,,https://huggingface.co/TheDrummer/Rocinante-X-12B-v1,mistralai/Mistral-Nemo-Base-2407,"Rocinante's back - stronger than ever! A worthy successor to the legendary Rocinante 12B v1.1 from over a year ago! Like all other 4.0 gen models from TheDrummer, this one focuses on RP. Updated prose, better writing, fun dialogue, and robust roleplaying!",chat,"popular,roleplay,thinking",Mistral V3 Tekken,
TheDrummer/Skyfall-31B-v4,31.4,,https://huggingface.co/TheDrummer/Skyfall-31B-v4-GGUF,,,chat,"popular,roleplay",Mistral V7 Tekken,
TheDrummer/Skyfall-31B-v4.1,31,,https://huggingface.co/TheDrummer/Skyfall-31B-v4.1,,,chat,roleplay,Mistral V7 Tekken,
TheDrummer/Skyfall-36B-v2,36.9,,https://huggingface.co/TheDrummer/Skyfall-36B-v2,,"An upscaled version of Mistral Small 2501 with continued training for creativity and RP. Praised highly for its creativity, writing style, and flexibility in roleplay as well as its strong general intelligence, depth of understanding, and tool-use capabilities.",chat,"agentic,mathematics,roleplay",Mistral V7 Tekken,
TheDrummer/Smegmma-9B-v1,9,,https://huggingface.co/TheDrummer/Smegmma-9B-v1,,,generalist,,,
TheDrummer/Snowpiercer-15B-v1,15,,https://huggingface.co/TheDrummer/Snowpiercer-15B-v1,SillyTilly/ServiceNow-AI-Apriel-Nemotron-15b-Thinker-Chatml,"Snowpiercer 15B v1 knocks out the positivity, enhances the RP & creativity, and retains the intelligence & reasoning of ServiceNow-AI-Apriel-Nemotron-15b-Thinker-Chatml. Think capable upon prefill!",chat,"reasoning,roleplay",ChatML,
TheDrummer/Snowpiercer-15B-v4,15,,https://huggingface.co/TheDrummer/Snowpiercer-15B-v4,SillyTilly/ServiceNow-AI-Apriel-Nemotron-15b-Thinker-Chatml,,chat,roleplay,ChatML,
TheDrummer/Star-Command-R-32B-v1,32,,https://huggingface.co/TheDrummer/Star-Command-R-32B-v1,,,generalist,,,
TheDrummer/Theia-21B-v2,21,,https://huggingface.co/TheDrummer/Theia-21B-v2,,,generalist,,,
TheDrummer/Valkyrie-49B-v1,49,,https://huggingface.co/TheDrummer/Valkyrie-49B-v1,nvidia/Llama-3_3-Nemotron-Super-49B-v1,A powerful uncensored model with a focus on roleplay and creativity. Follows prompts well and minimal repitition issues. Very smart and very fun. Users claim it performs similarly to 50B-70B models and can even compare to 100B+ models when used with reasoning. Llama 3 Chat template performs best.,chat,"popular,reasoning,roleplay",Llama 3 Chat,
TheDrummer/Valkyrie-49B-v2,50,,https://huggingface.co/TheDrummer/Valkyrie-49B-v2,nvidia/Llama-3_3-Nemotron-Super-49B-v1_5,"AI characters are giving quite life-like responses and reactions, with good understanding of complicated concepts. Has good character adherence to a variety of different archetypes, pretty good situation adherence and reacts well to sys commands.",chat,roleplay,Llama 3 Chat,
TheDrummer/Valkyrie-49B-v2.1,50,,https://huggingface.co/TheDrummer/Valkyrie-49B-v2.1,,,chat,roleplay,,
TheSkullery/llama-3-cat-8b-instruct-v1,8,,https://huggingface.co/TheSkullery/llama-3-cat-8b-instruct-v1,,,generalist,,,
THUDM/GLM-4-32B-0414,32,,https://huggingface.co/THUDM/GLM-4-32B-0414,,"Its performance is comparable to OpenAI GPT series and DeepSeek V3/R1 series. Achieves good results in engineering code, Artifact generation, function calling, search-based Q&A, and report generation.",utility,"agentic,coding,conversational,mathematics",,
THUDM/GLM-4-9B-0414,9,,https://huggingface.co/THUDM/GLM-4-9B-0414,,Excellent capabilities in mathematical reasoning and general tasks. Its overall performance is top-ranked among all open-source models of the same size.,utility,"coding,conversational,mathematics",,
THUDM/GLM-Z1-32B-0414,32,,https://huggingface.co/THUDM/GLM-Z1-32B-0414,,"Based on GLM-4-32B-0414, which is comparable in performance to OpenAI GPT series and DeepSeek V3/R1 series, was further trained on tasks involving mathematics, code, and logic. Compared to the base model, GLM-Z1-32B-0414 significantly improves mathematical abilities and the capability to solve complex tasks.",utility,"agentic,coding,conversational,mathematics,reasoning",,
THUDM/GLM-Z1-9B-0414,9,,https://huggingface.co/THUDM/GLM-Z1-9B-0414,,"Building on GLM-4-9B-0414, this model exhibits excellent capabilities in mathematical reasoning and general tasks and further improves on coding ability, mathematics, and solving complex tasks. Its overall performance is top-ranked among all open-source models of the same size.",utility,"coding,conversational,mathematics,reasoning",,
THUDM/GLM-Z1-Rumination-32B-0414,33,,https://huggingface.co/THUDM/GLM-Z1-Rumination-32B-0414,,"Based on GLM-4-32B-0414, which is comparable in performance to OpenAI GPT series and DeepSeek V3/R1 series, GLM-Z1-Rumination-32B-0414 is a deep reasoning model with rumination capabilities (similar to OpenAI's Deep Research). Unlike typical deep thinking models, the rumination model employs longer periods of deep thought to solve more open-ended and complex problems. The rumination model integrates search tools during its deep thinking process to handle complex tasks. Z1-Rumination shows significant improvements in research-style writing and complex retrieval tasks. (Some capabilities may not be available on the AI Horde).",utility,"agentic,coding,conversational,deep-reasoning,mathematics,search",,
tiiuae/falcon-180B-chat,180,,https://huggingface.co/tiiuae/falcon-180B-chat,,,generalist,,,
tiiuae/falcon-180B,180,,https://huggingface.co/tiiuae/falcon-180B,,,generalist,,,
tiiuae/falcon-40b-instruct,40,,https://huggingface.co/tiiuae/falcon-40b-instruct,,,generalist,,,
tiiuae/falcon-40b,40,,https://huggingface.co/tiiuae/falcon-40b,,,generalist,,,
tiiuae/falcon-7b-instruct,7,,https://huggingface.co/tiiuae/falcon-7b-instruct,,,generalist,,,
tiiuae/falcon-7b,7,,https://huggingface.co/tiiuae/falcon-7b,,,generalist,,,
togethercomputer/GPT-JT-6B-v0,6,,https://huggingface.co/togethercomputer/GPT-JT-6B-v0,,,generalist,,,
togethercomputer/GPT-JT-6B-v1,6,,https://huggingface.co/togethercomputer/GPT-JT-6B-v1,,,generalist,,,
togethercomputer/RedPajama-INCITE-Base-3B-v1,3,,https://huggingface.co/togethercomputer/RedPajama-INCITE-Base-3B-v1,,,generalist,,,
togethercomputer/RedPajama-INCITE-Base-7B-v0.1,7,,,,,generalist,,,
togethercomputer/RedPajama-INCITE-Chat-3B-v1,3,,https://huggingface.co/togethercomputer/RedPajama-INCITE-Chat-3B-v1,,,generalist,,,
togethercomputer/RedPajama-INCITE-Chat-7B-v0.1,7,,,,,generalist,,,
togethercomputer/RedPajama-INCITE-Instruct-3B-v1,3,,https://huggingface.co/togethercomputer/RedPajama-INCITE-Instruct-3B-v1,,,generalist,,,
togethercomputer/RedPajama-INCITE-Instruct-7B-v0.1,7,,,,,generalist,,,
turboderp/Cat-Llama-3-70B-instruct,70,,https://huggingface.co/turboderp/Cat-Llama-3-70B-instruct,,,generalist,,,
turboderp/llama3-turbcat-instruct-8b,8,,https://huggingface.co/turboderp/llama3-turbcat-instruct-8b,,,generalist,,,
turboderp/turbcat-instruct-72b,72,,https://huggingface.co/turboderp/turbcat-instruct-72b,,,generalist,,,
Undi95/Amethyst-13B-Mistral,13,,,,,generalist,,,
Undi95/Emerhyst-13B,13,,https://huggingface.co/Undi95/Emerhyst-13B,,,generalist,,,
Undi95/Emerhyst-20B,20,,https://huggingface.co/Undi95/Emerhyst-20B,,,generalist,,,
Undi95/Lumimaid-Magnum-12B,12,,https://huggingface.co/Undi95/Lumimaid-Magnum-12B,NeverSleep/Lumimaid-v0.2-12B,Merge of Lumimaid and Magnum,chat,"popular,roleplay",,
Undi95/MG-FinalMix-72B,72,,https://huggingface.co/Undi95/MG-FinalMix-72B,,,generalist,,,
Undi95/MLewd-ReMM-L2-Chat-20B-Inverted,20,,https://huggingface.co/Undi95/MLewd-ReMM-L2-Chat-20B-Inverted,,,generalist,,,
Undi95/MLewd-ReMM-L2-Chat-20B,20,,https://huggingface.co/Undi95/MLewd-ReMM-L2-Chat-20B,,,generalist,,,
Undi95/MXLewd-L2-20B,20,,https://huggingface.co/Undi95/MXLewd-L2-20B,,,generalist,,,
Undi95/MXLewdMini-L2-13B,13,,https://huggingface.co/Undi95/MXLewdMini-L2-13B,,,generalist,,,
Undi95/ReMM-SLERP-L2-13B,13,,https://huggingface.co/Undi95/ReMM-SLERP-L2-13B,,,generalist,,,
Undi95/Toppy-M-7B,7,,https://huggingface.co/Undi95/Toppy-M-7B,,,generalist,,,
Undi95/Xwin-MLewd-13B-V0.2,13,,https://huggingface.co/Undi95/Xwin-MLewd-13B-V0.2,,,generalist,,,
v000000/L3-8B-Poppy-Sunspice,8,,https://huggingface.co/v000000/L3-8B-Poppy-Sunspice,,,generalist,,,
Vortex5/Shining-Prism-12B,12,,https://huggingface.co/Vortex5/Shining-Prism-12B,,"Shining-Prism-12B was created by merging Scarlet-Seraph-12B, Strawberry-Smoothie-12B, and NeonMaid-12B-v2 using a custom method.",chat,"roleplay,storytelling",,
Walmart-the-bag/Misted-7B,7,,https://huggingface.co/Walmart-the-bag/Misted-7B,,,generalist,,,
Walmart-the-bag/MysticFusion-13B,13,,https://huggingface.co/Walmart-the-bag/MysticFusion-13B,,,generalist,,,
Xwin-LM/Xwin-LM-13B-V0.1,13,,https://huggingface.co/Xwin-LM/Xwin-LM-13B-V0.1,,,generalist,,,
Xwin-LM/Xwin-LM-13B-V0.2,13,,https://huggingface.co/Xwin-LM/Xwin-LM-13B-V0.2,,,generalist,,,
Xwin-LM/Xwin-LM-70B-V0.1,70,,https://huggingface.co/Xwin-LM/Xwin-LM-70B-V0.1,,,generalist,,,
Xwin-LM/Xwin-LM-70B-V0.2,70,,,,,generalist,,,
Xwin-LM/Xwin-LM-7B-V0.1,7,,https://huggingface.co/Xwin-LM/Xwin-LM-7B-V0.1,,,generalist,,,
Xwin-LM/Xwin-LM-7B-V0.2,7,,https://huggingface.co/Xwin-LM/Xwin-LM-7B-V0.2,,,generalist,,,
xxx777xxxASD/ChaoticSoliloquy-4x8B,16,,https://huggingface.co/xxx777xxxASD/ChaoticSoliloquy-4x8B,,,generalist,,,
xxx777xxxASD/L3_SnowStorm_4x8B,16,,https://huggingface.co/xxx777xxxASD/L3_SnowStorm_4x8B,,,generalist,,,
yamatazen/EsotericSage-12B,12,,https://huggingface.co/yamatazen/EsotericSage-12B,yamatazen/LinearWriter-12B,Ranked in the top-ten for Uncensored General Intelligence for 12B models in February 2026 and with great scores elsewhere this model is a great fit for roleplaying.,generalist,roleplay,Mistral,
yamatazen/EtherealAurora-12B-v2,12.2,,https://huggingface.co/yamatazen/EtherealAurora-12B-v2,natong19/Mistral-Nemo-Instruct-2407-abliterated,Ranked 2nd for Natural Intelligence and Top-Ten for Uncensored General Intelligence for 12B models as of Fall 2025.,chat,roleplay,ChatML,
yamatazen/NeonMaid-12B-v2,12.2,,https://huggingface.co/yamatazen/NeonMaid-12B-v2,,,chat,"popular,roleplay",ChatML,
zai-org/GLM-4.5-Air,55,,,,,generalist,,,
zai-org/GLM-4.6,200,,https://huggingface.co/zai-org/GLM-4.6,,,generalist,,,
zai-org/GLM-4.7-Flash,17,,https://huggingface.co/zai-org/GLM-4.7-Flash,,"GLM-4.7-Flash is a 30B-A3B MoE model. As the strongest model in the 30B class, GLM-4.7-Flash offers a new option for lightweight deployment that balances performance and efficiency.",generalist,,,
zai-org/GLM-5,372,,https://huggingface.co/zai-org/GLM-5,,,generalist,,,
zerofata/MS3.2-PaintedFantasy-v2-24B,24,,https://huggingface.co/zerofata/MS3.2-PaintedFantasy-v2-24B,ConicCat/Mistral-Small-3.2-AntiRep-24B,"This is an uncensored creative model intended to excel at character driven RP / ERP. Version 2 feels quite different from the original, with a heavy focus on reducing repetition across conversations and improving instruction following. Has a pretty unique writing style and sense of creativity (IMO). Pays the price with intermittent brain farts though.",chat,roleplay,Mistral V7 Tekken,
zerofata/MS3.2-PaintedFantasy-v3-24B,24,,https://huggingface.co/zerofata/MS3.2-PaintedFantasy-v3-24B,mistralai/Magistral-Small-2509,,generalist,,Mistral V7 Tekken,
zerofata/MS3.2-PaintedFantasy-v4-24B,24,,https://huggingface.co/zerofata/MS3.2-PaintedFantasy-v4-24B,mistralai/Magistral-Small-2509,This is an uncensored model intended to excel at creative character driven RP / ERP. Feels like a good in between of creativity / dialogue and logic. This version tries to improve on the writing style and intelligence compared to v3.,chat,roleplay,Mistral V7 Tekken,
zerofata/MS3.2-PaintedFantasy-v4.1-24B,24,,https://huggingface.co/zerofata/MS3.2-PaintedFantasy-v4.1-24B,mistralai/Magistral-Small-2509,"This is an uncensored model intended to excel at creative character driven RP / ERP. Right after releasing v4 I noticed a bunch of repetition. Go figure. v4.1 is my first stab at trying to actively tailor the dataset towards weeding this out. Compared to v4, the only difference is heavy filtering and rewriting assistant messages identified as repetitive. Repetition isn't fixed, but it's improved. The model still likes patterns, but at least seems capable of occasionally breaking these itself.",chat,roleplay,Mistral V7 Tekken,
zerofata/MS3.2-PaintedFantasy-Visage-v2-33B,34,,https://huggingface.co/zerofata/MS3.2-PaintedFantasy-Visage-v2-33B,ConicCat/Mistral-Small-3.2-AntiRep-24B,"A smart, uncensored, creative model that excels at character driven RP / ERP where characters are portrayed creatively and proactively.",chat,roleplay,Mistral V7 Tekken,
zerofata/MS3.2-PaintedFantasy-Visage-v4-34B,34,,https://huggingface.co/zerofata/MS3.2-PaintedFantasy-Visage-v4-34B,mistralai/Magistral-Small-2509,"Magistral 24B Upscaled to 34B. The latest Magistral model seems pretty good. Has some refreshing prose. This model is an uncensored, creative writing and RP model. It uses a new (still a work in progress) dataset I've been curating based on real character cards.",chat,roleplay,Mistral V7 Tekken,
zerofata/Q3.5-BlueStar-27B,27,,https://huggingface.co/zerofata/Q3.5-BlueStar-27B,Qwen/Qwen3.5-27B,"Designed for conversational assistant tasks and RP. Model feels pretty creative and has some nice moments. Couple brainfarts and bits of repetition occasionally, but nothing out of the normal. (The qwen team recommends a presence penalty of 1.5). Non thinking and thinking are both supported. Thinking has reduced censorship.",chat,roleplay,ChatML,
